Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
675,535426150,20,RL,80,9000,Pave,NA,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82,TA,TA,CBlock,Gd,TA,Gd,Unf,0,Unf,0,160,160,GasA,Fa,Y,SBrkr,1142,0,0,1142,0,0,1,0,2,1,TA,5,Typ,1,Gd,Basment,1958,RFn,1,384,TA,TA,Y,0,28,64,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,113500
676,535450070,40,RL,60,12144,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,0,457,832,GasA,Gd,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,NA,NA,Othr,0,9,2009,WD,Normal,133000
678,535450200,50,RL,60,8064,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,Rec,621,Unf,0,174,795,GasA,Gd,N,SBrkr,765,368,0,1133,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1989,Unf,2,900,TA,TA,Y,0,0,0,0,231,0,NA,NA,NA,0,12,2009,COD,Abnorml,128500
680,535451250,50,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,180,BLQ,352,676,1208,GasA,Gd,Y,FuseA,1136,768,0,1904,1,0,1,1,3,1,TA,7,Min1,0,NA,Attchd,1950,Unf,1,240,TA,TA,Y,0,0,168,0,0,0,NA,GdPrv,NA,0,5,2009,WD,Normal,138000
684,535453100,80,RL,80,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,433,Rec,95,0,528,GasA,TA,Y,SBrkr,1183,0,0,1183,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD,Normal,138000
686,535454100,50,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,832,832,GasA,TA,Y,FuseF,832,629,0,1461,0,0,2,0,4,1,TA,6,Typ,0,NA,Detchd,1949,Unf,1,384,TA,TA,Y,0,204,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,133500
687,535454160,50,RL,60,8064,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,864,GasA,TA,Y,SBrkr,1064,0,431,1495,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1994,Unf,2,576,TA,TA,Y,180,36,0,0,0,0,NA,NA,NA,0,8,2009,COD,Abnorml,135000
688,535475010,60,RL,76,7570,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,993,813,0,1806,0,0,1,1,4,1,TA,8,Typ,0,NA,Attchd,1964,Unf,2,483,TA,TA,Y,0,55,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,144750
692,902101010,50,RM,,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,GasA,TA,Y,SBrkr,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1926,Unf,1,210,TA,TA,N,0,0,116,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,115000
697,902105050,50,RM,90,15660,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,240,240,GasA,TA,Y,SBrkr,810,496,0,1306,0,0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,1959,Unf,2,472,Fa,TA,N,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal,130000
700,902106060,70,RM,60,6600,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,GasA,TA,N,SBrkr,1378,994,0,2372,0,0,2,0,4,2,TA,11,Min2,0,NA,Attchd,1985,RFn,1,432,TA,TA,Y,0,287,0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,107500
703,902110080,60,RM,60,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,651,651,GasA,Gd,Y,SBrkr,707,682,0,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947,Unf,1,240,TA,TA,P,0,0,126,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,135000
707,902202150,190,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,811,811,GasA,TA,Y,FuseA,811,576,0,1387,0,0,2,0,3,2,Gd,7,Typ,0,NA,BuiltIn,1954,Unf,1,256,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,93000
709,902205010,30,RM,50,5925,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,NA,NA,NA,NA,0,NA,0,0,0,GasA,Fa,N,FuseA,612,0,0,612,0,0,1,0,1,1,TA,4,Typ,0,NA,Detchd,1965,Unf,1,308,TA,Fa,N,0,0,25,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,45000
718,902327070,70,RM,70,8400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0,Unf,0,917,917,GasA,Gd,Y,FuseA,1090,917,0,2007,0,0,2,0,3,1,Ex,8,Typ,0,NA,Detchd,1930,Unf,1,357,TA,TA,Y,0,235,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,160000
720,902330040,70,RM,121,17671,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,8,9,1882,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,TA,No,BLQ,216,Unf,0,700,916,GasA,Gd,Y,SBrkr,916,826,0,1742,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Attchd,1925,Unf,2,424,TA,TA,P,0,169,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,168000
721,902331010,30,C (all),,3300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,3,1910,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Ex,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,1,Gd,NA,,NA,0,0,NA,NA,N,0,33,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,58500
722,902401130,70,RM,50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,0,26,650,GasA,Ex,Y,SBrkr,832,650,0,1482,0,1,1,0,3,1,TA,7,Typ,0,NA,Detchd,1930,Unf,2,324,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,143000
723,902402150,30,RM,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,247,Rec,465,310,1022,GasW,TA,N,SBrkr,1022,0,0,1022,1,0,1,0,2,1,TA,4,Maj2,0,NA,Detchd,1956,Unf,1,280,TA,TA,Y,0,30,226,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,85000
725,902405120,50,RM,60,5400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,972,972,GasA,Ex,Y,SBrkr,1044,0,436,1480,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1920,Unf,1,207,Fa,TA,Y,0,0,176,0,0,0,NA,NA,NA,0,9,2009,ConLI,Family,119000
728,902477130,30,C (all),72,9392,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,None,0,TA,Fa,CBlock,Fa,TA,No,Unf,0,Unf,0,245,245,GasA,TA,N,SBrkr,797,0,0,797,0,0,1,0,2,1,TA,5,Typ,0,NA,NA,,NA,0,0,NA,NA,N,0,36,94,0,0,0,NA,NA,NA,0,9,2009,WD,Abnorml,44000
731,903201080,50,RL,55,7264,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,952,952,GasW,Gd,N,SBrkr,952,596,0,1548,0,0,2,1,3,1,Ex,5,Typ,0,NA,Detchd,1978,Unf,2,672,TA,TA,Y,74,0,0,0,144,0,NA,NA,NA,0,10,2009,WD,Normal,205000
741,903231010,50,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,927,927,GasA,TA,Y,SBrkr,1067,472,0,1539,0,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,1995,Unf,2,576,TA,TA,Y,112,0,0,0,0,0,NA,MnPrv,NA,0,4,2009,WD,Normal,141500
745,903232060,30,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,960,960,GasA,Gd,Y,SBrkr,995,0,0,995,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1926,Unf,1,264,TA,TA,Y,0,15,51,0,0,0,NA,MnPrv,NA,0,3,2009,WD,Abnorml,115000
748,903400220,75,RL,,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,844,844,GasA,Gd,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,Gd,10,Typ,0,NA,Detchd,1930,Unf,2,441,TA,TA,Y,0,60,268,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,214500
749,903425245,70,RL,60,11414,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,TA,N,SBrkr,1136,883,0,2019,0,0,1,0,3,1,Gd,8,Typ,0,NA,Detchd,1997,Unf,2,532,TA,TA,Y,509,135,0,0,0,0,NA,GdPrv,NA,0,10,2009,WD,Normal,167500
751,903429080,70,RM,50,2500,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,0,611,910,GasA,Ex,Y,SBrkr,916,910,0,1826,1,0,1,1,4,1,Ex,7,Min2,1,Gd,Attchd,1915,Unf,1,164,Fa,Fa,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,155000
752,903429110,70,RM,68,9928,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Fa,Y,SBrkr,1272,672,0,1944,0,0,2,0,3,1,TA,8,Min2,0,NA,Detchd,1915,Unf,1,216,TA,TA,N,24,28,0,0,0,0,NA,NA,Shed,400,6,2009,WD,Normal,179900
759,903481120,50,RM,60,5160,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,1204,1204,GasA,TA,Y,FuseA,1204,462,0,1666,0,0,1,0,3,1,TA,4,Typ,0,NA,Detchd,1927,Unf,1,384,Fa,TA,Y,0,0,148,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,135000
761,903484110,190,RM,60,10320,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,276,ALQ,262,160,698,GasA,Ex,Y,FuseF,754,649,0,1403,1,0,1,1,3,1,TA,7,Typ,0,NA,Detchd,1915,Unf,1,308,TA,TA,Y,0,0,288,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,116000
762,904100190,20,RL,50,4280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,560,560,GasA,Ex,Y,FuseA,704,0,0,704,0,1,1,0,2,1,Fa,4,Typ,0,NA,CarPort,1946,Unf,1,220,TA,TA,Y,0,0,24,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,88750
764,904301070,90,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,GasA,TA,Y,SBrkr,1200,0,0,1200,3,0,3,0,3,1,TA,5,Typ,0,NA,NA,,NA,0,0,NA,NA,Y,120,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Alloca,179000
765,904301100,90,RL,,10547,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,Gd,Gd,GLQ,1152,Unf,0,0,1152,GasA,TA,Y,SBrkr,1152,0,0,1152,2,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,1960,Unf,1,252,TA,Fa,N,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,159900
766,904301375,30,RL,,10020,Pave,NA,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350,Unf,0,333,683,GasA,Gd,N,FuseA,904,0,0,904,1,0,0,1,1,1,Fa,4,Maj1,0,NA,NA,,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,61000
768,904351240,50,RL,60,9780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,585,585,GasA,TA,N,FuseA,687,425,0,1112,1,0,2,0,4,1,TA,6,Typ,0,NA,Detchd,1934,Unf,1,226,Po,Po,N,0,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,63000
771,905103040,60,RL,70,11184,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92,TA,TA,CBlock,TA,TA,No,LwQ,226,Rec,500,192,918,GasA,Gd,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,RFn,2,440,TA,TA,Y,243,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,172500
780,905225090,80,RL,,15584,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,366,TA,TA,CBlock,TA,TA,Mn,Unf,0,Unf,0,825,825,GasA,Ex,Y,SBrkr,2071,0,0,2071,0,1,1,1,4,1,TA,9,Typ,1,TA,Attchd,1956,Unf,1,336,TA,TA,Y,131,28,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,165000
785,905377130,30,RL,,12342,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,262,Unf,0,599,861,GasA,Ex,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,TA,4,Typ,0,NA,Detchd,1961,Unf,2,539,TA,TA,Y,158,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,82500
788,905402070,20,RL,,15635,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,1383,0,0,1383,0,0,1,0,2,1,TA,6,Mod,0,NA,Attchd,1980,Unf,2,498,Fa,TA,Y,0,0,90,0,110,0,NA,NA,NA,0,10,2009,WD,Normal,122000
789,905450020,20,RL,73,9855,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1436,1436,GasA,Fa,Y,SBrkr,1689,0,0,1689,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1956,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,11,2009,COD,Normal,127500
790,905451300,20,RL,68,9571,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,257,Unf,0,816,1073,GasA,TA,Y,FuseA,1073,0,0,1073,1,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1956,Unf,1,340,TA,TA,Y,0,0,0,0,0,0,NA,GdPrv,NA,0,2,2009,WD,Normal,121500
791,905451340,20,RL,68,9571,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1276,1276,GasA,TA,Y,FuseA,1276,0,0,1276,0,0,1,0,3,1,TA,5,Mod,0,NA,Attchd,1958,Unf,1,350,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,COD,Abnorml,60000
795,905475500,20,RL,,11500,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,Ex,N,SBrkr,845,0,0,845,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1957,Unf,1,290,TA,TA,N,186,0,0,0,0,0,NA,NA,NA,0,1,2009,WD,Normal,84000
797,905478030,50,RL,60,11409,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,292,Unf,0,476,768,GasA,Gd,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,TA,8,Min2,1,Gd,Attchd,1949,Unf,1,281,TA,TA,Y,0,0,0,0,160,0,NA,NA,NA,0,1,2009,WD,Normal,131000
801,906201050,80,RL,66,19255,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100,Gd,TA,CBlock,Gd,TA,Av,Rec,70,GLQ,450,0,520,GasA,Gd,Y,SBrkr,1338,0,0,1338,0,0,1,1,2,1,Gd,5,Min2,1,Po,Attchd,1983,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,NA,NA,Shed,600,9,2009,WD,Normal,156500
803,906203120,20,RL,90,14684,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,GasA,Gd,Y,SBrkr,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990,RFn,3,701,TA,TA,Y,84,70,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,271900
808,906226070,90,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Fa,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,1979,Unf,2,410,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Alloca,118964
810,906226090,90,RL,64,7018,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,1114,1114,0,2228,0,0,2,0,6,2,TA,8,Typ,0,NA,Detchd,1979,Unf,2,720,TA,TA,Y,73,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Alloca,147983
813,906226120,90,RL,64,7018,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,1120,1120,0,2240,0,0,2,0,6,2,TA,12,Typ,0,NA,Detchd,1979,Unf,2,528,TA,TA,Y,154,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Alloca,142953
819,906340100,20,RL,84,10933,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242,Ex,TA,PConc,Ex,TA,Gd,GLQ,1021,Unf,0,534,1555,GasA,Ex,Y,SBrkr,1680,0,0,1680,1,0,1,1,1,1,Ex,8,Typ,1,Gd,Attchd,2009,Fin,3,1138,TA,TA,Y,185,24,0,0,0,0,NA,NA,NA,0,7,2009,New,Partial,323262
820,906340110,20,RL,79,10637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,GasA,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,826,TA,TA,Y,208,44,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,297000
